eDNA.sample,rep,class,order,taxon,nReads
502,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,3
502,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,61240
502,1,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus keta,32
502,1,Actinopteri,Tetraodontiformes,Molidae%Mola%Mola mola,4
503,1,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,61153
503,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,18
510,1,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,31104
510,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,322
510,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,87906
510,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,1887
510,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,33243
510,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,99881
510,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,4
510,2,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,127207
510,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,4341
510,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,82007
510,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,81132
510,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,6698
511,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,939
511,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,46168
511,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,5961
511,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,116358
511,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,8748
511,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes elongatus,8864
511,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,8082
511,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,15671
511,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,25095
511,2,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,894
511,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,30
511,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,1053
511,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,9204
512,1,Actinopteri,Argentiniformes,Bathylagidae%Lipolagus%Lipolagus ochotensis,4
512,1,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,373
512,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,12657
512,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%NA,3131
512,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,66713
512,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,397
512,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,527
512,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,3922
512,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,2398
512,1,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,87
512,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,13227
512,1,Actinopteri,Stomiiformes,Stomiidae%Tactostoma%Tactostoma macropus,984
512,1,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,140
512,1,Chondrichthyes,Lamniformes,Alopiidae%Lamna%NA,136
512,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,481
512,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,22056
512,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,122
512,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,1975
512,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,10755
512,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,823
512,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,2352
512,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,2430
512,2,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,927
512,2,Chondrichthyes,Lamniformes,Alopiidae%Lamna%NA,491
513,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,321
513,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,22235
513,1,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,51489
513,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,6
513,1,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,6
513,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,8509
513,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,3528
513,1,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,50
513,1,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,431
513,1,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,16
513,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,1035
513,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,660
513,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,6142
513,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,7722
513,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,289
513,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,77
513,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,28223
513,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,6742
513,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,5102
513,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,96
513,2,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,1512
58,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,59799
58,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,53248
58,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,13020
58,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,36616
58,1,Actinopteri,NA,Sciaenidae%Genyonemus%Genyonemus lineatus,206
58,1,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,100
58,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,201
59,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,274
59,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes jordani,7784
59,1,Actinopteri,Perciformes,Zaniolepididae%Zaniolepis%NA,317
59,1,Actinopteri,Perciformes,Zaniolepididae%Zaniolepis%Zaniolepis latipinnis,3278
59,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,401
59,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,99
59,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,51899
59,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,8095
59,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,2705
59,1,Actinopteri,NA,Embiotocidae%NA%NA,1870
59,1,Actinopteri,NA,Embiotocidae%Zalembius%Zalembius rosaceus,6027
59,1,Actinopteri,NA,Sciaenidae%Genyonemus%Genyonemus lineatus,6088
59,1,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,160
59,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,332
59,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja inornata,2231
59,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,94
59,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,5048
59,2,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,875
59,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes jordani,160
59,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,508
59,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,39
59,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,1936
59,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,2977
59,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,406
59,2,Actinopteri,NA,Embiotocidae%Zalembius%Zalembius rosaceus,717
59,2,Actinopteri,NA,Sciaenidae%Genyonemus%Genyonemus lineatus,4734
59,2,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,79
59,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,374
59,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja inornata,26958
59,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,900
60,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,73058
60,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,848
60,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,4782
60,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,3785
60,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,1182
60,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Glyptocephalus%Glyptocephalus zachirus,3505
60,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,14625
60,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,2947
60,1,Hexanauplia,Sessilia,Balanidae%Balanus%NA,29
60,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,31396
60,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3983
60,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,1699
60,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,1200
60,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,17086
60,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,25186
60,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%NA,304
60,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,40112
60,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja inornata,4552
60,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,17349
61,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,26880
61,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,873
61,1,Actinopteri,Perciformes,Zoarcidae%NA%NA,2809
61,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,2660
61,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,143
61,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,8662
61,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,768
61,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,106339
61,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,36878
61,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,73840
61,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,35335
61,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,55623
61,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,61100
61,3,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,34464
61,3,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3538
61,3,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,1508
61,3,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes jordani,14400
61,3,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,13841
61,3,Chondrichthyes,Rajiformes,Rajidae%Raja%NA,3659
61,3,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,6751
61,3,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,5957
62,1,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,21061
62,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,10265
62,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,3017
62,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,2394
62,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,2241
62,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,2941
62,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,821
62,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,95
62,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,1836
63,1,Actinopteri,Perciformes,Anarhichadidae%Anarrhichthys%Anarrhichthys ocellatus,6977
63,1,Actinopteri,Perciformes,Cottidae%Artedius%Artedius harringtoni,2422
63,1,Actinopteri,Perciformes,Cottidae%Artedius%NA,705
63,1,Actinopteri,Perciformes,Liparidae%Liparis%Liparis florae,527
63,1,Actinopteri,Perciformes,Liparidae%Liparis%NA,168
63,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,10030
63,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,1483
63,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,32470
63,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,145
63,1,Actinopteri,NA,Embiotocidae%Embiotoca%Embiotoca jacksoni|lateralis,101
63,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,52
63,2,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,444
63,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,120
63,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,120
63,2,Actinopteri,Perciformes,Cottidae%Artedius%Artedius harringtoni,2049
63,2,Actinopteri,Perciformes,Cottidae%NA%NA,658
63,2,Actinopteri,Perciformes,Jordaniidae%Jordania%Jordania zonope,360
63,2,Actinopteri,Perciformes,Liparidae%Liparis%Liparis florae,1025
63,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,944
63,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,593
63,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes entomelas|mystinus,9323
63,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,1788
63,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,237
63,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,808
63,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,398
63,2,Actinopteri,Scombriformes,Centrolophidae%Icichthys%Icichthys lockingtoni,978
63,2,Actinopteri,NA,Embiotocidae%Rhacochilus%Rhacochilus vacca,507
64,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,40
64,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,140860
64,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,15794
64,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,154291
64,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus keta,36
64,2,Chondrichthyes,Lamniformes,Alopiidae%Isurus%Isurus oxyrinchus,2
64,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,5351
65,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,8
65,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,74
65,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,85687
65,1,Actinopteri,Perciformes,Cottidae%NA%NA,12
65,1,Actinopteri,Perciformes,Hexagrammidae%Hexagrammos%Hexagrammos decagrammus,19
65,1,Actinopteri,Perciformes,Hexagrammidae%Ophiodon%Ophiodon elongatus,21
65,1,Actinopteri,Perciformes,Pholidae%Pholis%Pholis laeta,9
65,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,549
65,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes saxicola,19656
65,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,38
65,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,67350
65,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,1957
65,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes aurora|chlorostictus|ensifer|eos|exsul|helvomaculatus|nigrocinctus|notius|rosenblatti|rufus|simulator|spinorbis,5889
65,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes chrysomelas|caurinus|maliger,53
65,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes jordani,22234
65,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Microstomus%Microstomus pacificus,11064
65,2,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,5021
65,2,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,10408
68,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,265
68,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3742
68,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,488
68,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,15
69,1,Actinopteri,Cichliformes,Cichlidae%Oreochromis%NA,15962
69,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,47437
70,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3896
70,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,20663
70,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%NA%NA,272
70,2,Chondrichthyes,Carcharhiniformes,Carcharhinidae%Prionace%Prionace glauca,12692
71,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,2529
71,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,206
71,1,Actinopteri,Osmeriformes,Osmeridae%Hypomesus%Hypomesus pretiosus,9
71,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,2
71,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,2957
71,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,2149
71,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,84
71,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Eopsetta%Eopsetta jordani,4812
71,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja binoculata,963
71,1,Chondrichthyes,Rajiformes,Rajidae%Raja%Raja rhina,698
71,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,73
71,2,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,12410
71,2,Actinopteri,Clupeiformes,Engraulidae%NA%NA,23026
71,2,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,32530
72,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,95
72,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,26259
73,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,101614
73,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,24461
73,2,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,10
73,2,Actinopteri,Aulopiformes,Paralepididae%Lestidiops%Lestidiops ringens,11230
73,2,Actinopteri,Beloniformes,Belonidae%Cololabis%Cololabis saira,5
73,2,Actinopteri,Myctophiformes,Myctophidae%Nannobrachium%NA,14302
779,1,Actinopteri,Clupeiformes,Engraulidae%NA%NA,148
779,1,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,7342
779,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1263
779,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,19168
779,2,Actinopteri,Carangiformes,Carangidae%Trachurus%NA,1348
779,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,34841
779,2,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,21853
779,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,26
779,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,14648
779,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,42116
780,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,26
780,1,Actinopteri,Perciformes,Cottidae%Chitonotus%Chitonotus pugetensis,339
780,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,708
780,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,35225
780,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys stigmaeus,5619
780,1,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,9873
780,1,Chondrichthyes,Chimaeriformes,Chimaeridae%Hydrolagus%Hydrolagus colliei,102
780,2,Actinopteri,Clupeiformes,Clupeidae%Sardinops%Sardinops sagax,800
780,2,Actinopteri,Gadiformes,Gadidae%Microgadus%Microgadus proximus,56023
780,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,1894
780,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Isopsetta%Isopsetta isolepis,40654
780,2,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,2476
780,2,Actinopteri,Salmoniformes,Salmonidae%Oncorhynchus%Oncorhynchus tshawytscha,33312
793,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,245
793,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,29651
793,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,16812
793,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,73908
793,1,Actinopteri,Perciformes,Anoplopomatidae%Anoplopoma%Anoplopoma fimbria,25440
793,1,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,137
793,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,4151
793,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,84980
793,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%NA,7695
793,2,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,92638
793,2,Chondrichthyes,Lamniformes,Alopiidae%Lamna%Lamna ditropis,4
794,1,Actinopteri,Argentiniformes,Microstomatidae%Nansenia%Nansenia candida,79
794,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,80577
794,1,Actinopteri,Myctophiformes,Myctophidae%Diaphus%Diaphus theta,13
794,1,Actinopteri,Myctophiformes,Myctophidae%Stenobrachius%Stenobrachius leucopsarus,48
794,1,Actinopteri,Perciformes,Zoarcidae%Lycodes%Lycodes cortezianus,28969
794,1,Actinopteri,Perciformes,Zoarcidae%NA%NA,5204
794,1,Actinopteri,Pleuronectiformes,Pleuronectidae%NA%NA,44216
794,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,119529
794,2,Actinopteri,Perciformes,Sebastidae%Sebastes%NA,3515
794,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes cortezi|melanosema|sinensis|diploproa,45983
794,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa,51262
794,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. UW150443|emphaeus|variegatus|wilsoni|zacentrus,13604
799,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,2864
799,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes cortezi|melanosema|sinensis|diploproa,79952
799,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa,86273
799,1,Chondrichthyes,Squaliformes,Squalidae%Squalus%Squalus acanthias,3560
799,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3399
799,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes cortezi|melanosema|sinensis|diploproa,129845
799,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes diploproa,132225
80,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,89
80,1,Actinopteri,Clupeiformes,Engraulidae%Engraulis%Engraulis mordax,63
80,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,3207
800,1,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,110
800,2,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,2088
800,2,Actinopteri,Gadiformes,Merlucciidae%Merluccius%Merluccius productus,10827
800,2,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes elongatus,3206
800,2,Actinopteri,Pleuronectiformes,Pleuronectidae%Lyopsetta%Lyopsetta exilis,4180
800,2,Actinopteri,Scombriformes,Scombridae%Scomber%NA,278
800,2,Actinopteri,Scombriformes,Scombridae%Scomber%Scomber japonicus,9027
801,1,Actinopteri,Clupeiformes,Clupeidae%Clupea%Clupea pallasii,14
801,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,50003
801,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,327
802,1,Actinopteri,Carangiformes,Carangidae%Trachurus%Trachurus symmetricus,21
802,1,Actinopteri,Perciformes,Sebastidae%Sebastes%Sebastes sp. NA|flavidus|melanops|serranoides,31
802,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%Citharichthys xanthostigma|sordidus,91893
802,1,Actinopteri,Pleuronectiformes,Paralichthyidae%Citharichthys%NA,621
